plan_name,plan_data_gb,plan_price_eur,plan_max_speed_mbps,plan_network_type,age,city,region,urban,monthly_data_gb,monthly_call_minutes,monthly_sms,international_calls,payment_method,customer_tenure_months,avg_download_speed_mbps,network_complaints_last_6_months,dropped_calls_per_month,churn,contract_type
Mobile Smart,60,24.99,500,5G,23,Mons,Wallonia,No,34.9,645,44,Yes,Bank transfer,11,321,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Liège,Wallonia,Yes,4.8,356,40,No,Direct debit,57,166,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,39,Charleroi,Wallonia,Yes,70.4,229,4,No,Direct debit,17,233,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,20,Antwerp,Flanders,Yes,136.3,429,37,No,Bank transfer,16,583,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,53,Hasselt,Flanders,No,59.9,415,5,No,Direct debit,120,348,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,31,Liège,Wallonia,Yes,34.5,508,3,No,Direct debit,17,185,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,30,Liège,Wallonia,Yes,40.2,766,29,Yes,Direct debit,5,654,0,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Ghent,Flanders,Yes,30.3,191,20,No,Direct debit,18,356,2,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,53,Brussels,Brussels,Yes,4.4,742,35,No,Bank transfer,41,165,3,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,27,Hasselt,Flanders,No,64.8,169,3,No,Direct debit,36,332,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Antwerp,Flanders,Yes,26.2,630,22,No,Direct debit,38,389,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,45,Leuven,Flanders,Yes,9.9,642,7,Yes,Direct debit,30,113,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,48,Mons,Wallonia,No,40.4,309,174,No,Direct debit,8,259,0,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,42,Ghent,Flanders,Yes,111.3,246,32,No,Direct debit,48,547,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,35,Namur,Wallonia,No,187.9,236,46,No,Direct debit,54,340,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,30,Antwerp,Flanders,Yes,39.9,456,15,No,Bank transfer,6,226,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,41,Liège,Wallonia,Yes,3.9,668,3,No,Bank transfer,4,80,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,27,Mons,Wallonia,No,32.3,392,148,No,Direct debit,90,454,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Brussels,Brussels,Yes,55.8,56,13,No,Direct debit,49,292,3,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Brussels,Brussels,Yes,3.0,295,22,Yes,Direct debit,54,155,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,50,Leuven,Flanders,Yes,34.7,288,41,No,Bank transfer,53,731,1,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,18,Brussels,Brussels,Yes,108.6,590,1,Yes,Card,19,218,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,27,Liège,Wallonia,Yes,44.5,609,66,No,Direct debit,25,166,0,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Charleroi,Wallonia,Yes,50.3,478,30,No,Direct debit,19,186,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,64,Leuven,Flanders,Yes,5.4,743,13,No,Direct debit,2,144,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,40,Antwerp,Flanders,Yes,3.2,776,2,No,Direct debit,33,91,0,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,31,Leuven,Flanders,Yes,9.3,307,7,No,Direct debit,17,179,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,37,Liège,Wallonia,Yes,140.7,232,90,No,Direct debit,26,207,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,56,Brussels,Brussels,Yes,2.2,411,46,No,Direct debit,17,79,1,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,32,Hasselt,Flanders,No,11.1,478,11,No,Direct debit,17,75,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,30,Hasselt,Flanders,No,8.6,297,2,No,Direct debit,5,162,1,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,34,Hasselt,Flanders,No,51.1,2000,46,No,Direct debit,8,211,0,1,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,28,Antwerp,Flanders,Yes,115.0,969,33,No,Direct debit,5,730,1,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,41,Liège,Wallonia,Yes,4.6,277,20,No,Direct debit,6,148,0,0,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,59,Brussels,Brussels,Yes,4.7,198,18,No,Direct debit,87,111,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Antwerp,Flanders,Yes,52.8,262,9,No,Direct debit,4,292,4,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,36,Charleroi,Wallonia,Yes,40.4,785,44,Yes,Direct debit,8,268,2,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,36,Liège,Wallonia,Yes,11.3,796,141,No,Direct debit,22,137,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,21,Brussels,Brussels,Yes,43.5,976,7,No,Direct debit,23,370,2,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,50,Antwerp,Flanders,Yes,2.6,227,36,No,Direct debit,5,163,0,4,No,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Antwerp,Flanders,Yes,4.9,588,22,No,Direct debit,38,94,3,5,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Antwerp,Flanders,Yes,38.1,243,23,No,Direct debit,37,186,0,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,78,Antwerp,Flanders,Yes,8.2,1100,11,No,Direct debit,7,97,0,2,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,43,Brussels,Brussels,Yes,148.6,233,69,No,Direct debit,9,509,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,30,Leuven,Flanders,Yes,11.2,164,26,Yes,Direct debit,67,184,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,34,Liège,Wallonia,Yes,62.0,189,31,Yes,Direct debit,42,251,1,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,53,Hasselt,Flanders,No,56.5,430,14,No,Direct debit,29,299,2,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,41,Liège,Wallonia,Yes,4.7,662,8,No,Direct debit,3,126,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,22,Brussels,Brussels,Yes,69.4,636,3,No,Direct debit,14,233,1,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,51,Mons,Wallonia,No,3.2,195,50,Yes,Direct debit,20,95,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,31,Namur,Wallonia,No,30.2,332,8,No,Bank transfer,5,602,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,62,Namur,Wallonia,No,3.1,302,46,No,Direct debit,15,113,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,52,Namur,Wallonia,No,5.7,174,19,No,Direct debit,23,162,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,34,Charleroi,Wallonia,Yes,4.6,297,21,Yes,Direct debit,10,122,0,2,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,55,Mechelen,Flanders,No,137.7,952,25,Yes,Bank transfer,37,640,0,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,40,Antwerp,Flanders,Yes,52.5,156,18,No,Direct debit,45,279,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,50,Hasselt,Flanders,No,24.8,498,4,Yes,Direct debit,10,274,0,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,45,Liège,Wallonia,Yes,4.9,965,14,No,Bank transfer,44,110,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,29,Liège,Wallonia,Yes,39.5,936,43,No,Direct debit,3,270,2,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,32,Mechelen,Flanders,No,9.3,1130,43,Yes,Bank transfer,44,84,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,52,Brussels,Brussels,Yes,101.4,529,13,Yes,Bank transfer,4,263,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,35,Ghent,Flanders,Yes,6.7,578,24,No,Direct debit,3,166,0,2,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,35,Charleroi,Wallonia,Yes,2.5,301,8,Yes,Direct debit,25,97,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,28,Hasselt,Flanders,No,2.4,153,9,No,Direct debit,16,123,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Mechelen,Flanders,No,63.9,392,0,No,Direct debit,58,301,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,64,Antwerp,Flanders,Yes,68.1,842,90,No,Direct debit,11,330,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,27,Ghent,Flanders,Yes,4.6,55,9,No,Direct debit,9,150,0,0,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,40,Charleroi,Wallonia,Yes,57.9,311,10,Yes,Direct debit,17,193,0,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,56,Liège,Wallonia,Yes,43.3,613,13,No,Direct debit,15,384,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,39,Namur,Wallonia,No,59.0,434,5,No,Direct debit,11,265,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,45,Leuven,Flanders,Yes,10.2,905,40,No,Direct debit,29,159,0,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,27,Hasselt,Flanders,No,4.9,791,3,No,Direct debit,35,117,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Antwerp,Flanders,Yes,24.0,138,5,No,Direct debit,47,248,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Liège,Wallonia,Yes,4.8,458,41,No,Direct debit,87,153,1,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,51,Ghent,Flanders,Yes,3.4,252,16,Yes,Direct debit,8,116,0,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Leuven,Flanders,Yes,72.4,249,49,No,Direct debit,31,206,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,71,Hasselt,Flanders,No,32.2,147,32,No,Card,13,461,1,5,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Charleroi,Wallonia,Yes,8.3,507,11,No,Direct debit,28,173,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,43,Brussels,Brussels,Yes,10.8,916,42,Yes,Direct debit,16,136,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Namur,Wallonia,No,70.0,536,4,No,Direct debit,120,302,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,35,Antwerp,Flanders,Yes,8.5,139,30,No,Direct debit,32,148,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,44,Leuven,Flanders,Yes,4.1,418,22,Yes,Direct debit,74,75,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,36,Brussels,Brussels,Yes,2.3,598,12,No,Direct debit,44,78,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Antwerp,Flanders,Yes,50.3,398,37,No,Direct debit,56,304,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,55,Leuven,Flanders,Yes,42.2,530,82,No,Bank transfer,41,301,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,27,Brussels,Brussels,Yes,4.4,267,272,Yes,Direct debit,15,96,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,53,Leuven,Flanders,Yes,7.1,367,37,No,Direct debit,7,100,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,55,Charleroi,Wallonia,Yes,5.9,352,20,No,Bank transfer,12,146,2,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Brussels,Brussels,Yes,28.6,1017,10,No,Direct debit,1,210,3,0,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,18,Liège,Wallonia,Yes,3.3,199,11,No,Direct debit,18,146,3,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,32,Ghent,Flanders,Yes,2.4,63,26,No,Direct debit,17,109,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,55,Liège,Wallonia,Yes,65.0,979,18,No,Direct debit,18,390,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Antwerp,Flanders,Yes,5.9,468,98,No,Direct debit,88,105,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,28,Brussels,Brussels,Yes,45.3,167,18,No,Direct debit,59,325,0,4,No,Month-to-month
Mobile Easy,10,19.99,250,5G,33,Brussels,Brussels,Yes,8.3,750,18,No,Bank transfer,5,125,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,50,Brussels,Brussels,Yes,5.5,621,19,No,Bank transfer,12,85,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Antwerp,Flanders,Yes,12.0,1115,72,No,Bank transfer,14,115,4,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Liège,Wallonia,Yes,52.0,492,42,No,Bank transfer,11,369,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,35,Charleroi,Wallonia,Yes,126.0,1587,38,No,Direct debit,39,276,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,35,Namur,Wallonia,No,79.4,400,16,Yes,Direct debit,18,307,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Liège,Wallonia,Yes,6.4,622,68,No,Direct debit,21,163,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,59,Brussels,Brussels,Yes,43.3,678,1,No,Direct debit,47,267,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,36,Antwerp,Flanders,Yes,9.4,2000,81,No,Bank transfer,40,186,0,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,54,Antwerp,Flanders,Yes,9.5,320,28,Yes,Direct debit,4,180,1,1,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,58,Antwerp,Flanders,Yes,78.3,313,20,No,Bank transfer,31,388,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,51,Mechelen,Flanders,No,2.5,686,27,No,Bank transfer,14,106,2,5,No,Month-to-month
Mobile Essential,5,16.99,220,4G,34,Mechelen,Flanders,No,4.5,156,44,Yes,Card,9,119,1,5,No,Month-to-month
Mobile Easy,10,19.99,250,5G,44,Ghent,Flanders,Yes,5.0,251,0,No,Bank transfer,2,110,1,3,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Ghent,Flanders,Yes,4.3,392,82,No,Direct debit,17,80,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,29,Namur,Wallonia,No,4.8,1094,23,No,Direct debit,11,96,2,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,43,Namur,Wallonia,No,57.6,687,16,Yes,Direct debit,7,302,1,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,25,Antwerp,Flanders,Yes,10.0,456,5,No,Direct debit,29,143,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,54,Charleroi,Wallonia,Yes,131.8,299,23,No,Direct debit,36,355,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,34,Mons,Wallonia,No,96.0,1355,27,No,Bank transfer,7,342,2,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,42,Antwerp,Flanders,Yes,9.8,416,20,No,Bank transfer,2,151,0,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,43,Ghent,Flanders,Yes,9.0,250,45,No,Direct debit,46,136,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,36,Leuven,Flanders,Yes,5.5,1508,21,Yes,Direct debit,1,81,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,47,Mons,Wallonia,No,25.2,162,130,No,Direct debit,67,175,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,34,Charleroi,Wallonia,Yes,6.3,933,36,No,Direct debit,24,109,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,50,Brussels,Brussels,Yes,45.3,437,65,Yes,Direct debit,10,263,0,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,23,Ghent,Flanders,Yes,8.9,686,4,No,Direct debit,7,157,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,41,Mechelen,Flanders,No,64.8,611,20,Yes,Direct debit,1,208,3,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,63,Leuven,Flanders,Yes,5.6,680,16,No,Direct debit,7,80,1,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,27,Antwerp,Flanders,Yes,5.0,1589,33,No,Direct debit,4,121,2,2,Yes,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,31,Charleroi,Wallonia,Yes,193.8,1447,78,Yes,Direct debit,23,501,0,3,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,46,Liège,Wallonia,Yes,58.4,260,3,No,Direct debit,5,278,0,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,42,Namur,Wallonia,No,3.9,597,3,No,Direct debit,19,96,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,44,Charleroi,Wallonia,Yes,104.2,101,75,No,Direct debit,22,309,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,45,Liège,Wallonia,Yes,50.0,725,9,Yes,Bank transfer,9,332,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,47,Leuven,Flanders,Yes,56.3,831,44,No,Direct debit,1,241,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,53,Hasselt,Flanders,No,53.5,64,31,No,Direct debit,1,325,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,44,Brussels,Brussels,Yes,4.8,426,71,No,Direct debit,1,90,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,37,Liège,Wallonia,Yes,4.3,685,5,No,Direct debit,33,139,1,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,48,Brussels,Brussels,Yes,8.4,545,5,No,Bank transfer,10,87,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,62,Liège,Wallonia,Yes,35.2,164,32,Yes,Direct debit,39,261,1,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Antwerp,Flanders,Yes,54.6,179,117,No,Direct debit,14,234,2,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Brussels,Brussels,Yes,10.6,393,21,Yes,Direct debit,15,141,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,53,Brussels,Brussels,Yes,2.2,320,15,No,Direct debit,18,81,1,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,38,Brussels,Brussels,Yes,95.8,341,37,No,Direct debit,30,322,3,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,18,Liège,Wallonia,Yes,147.2,146,106,No,Direct debit,8,551,3,0,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,50,Liège,Wallonia,Yes,36.1,442,72,Yes,Direct debit,4,288,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,33,Mechelen,Flanders,No,3.2,1099,216,No,Direct debit,20,148,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,38,Brussels,Brussels,Yes,8.9,170,0,No,Direct debit,10,144,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,43,Brussels,Brussels,Yes,5.6,371,4,No,Direct debit,15,119,1,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,42,Brussels,Brussels,Yes,167.7,638,37,No,Direct debit,25,393,1,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,48,Brussels,Brussels,Yes,4.3,117,68,No,Direct debit,17,136,1,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,34,Charleroi,Wallonia,Yes,59.1,445,13,No,Direct debit,24,327,0,4,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Antwerp,Flanders,Yes,6.9,815,10,No,Direct debit,19,159,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,36,Ghent,Flanders,Yes,54.8,201,61,No,Direct debit,33,173,0,0,No,Month-to-month
Mobile Smart,60,24.99,500,5G,48,Brussels,Brussels,Yes,46.4,474,2,No,Direct debit,30,288,0,3,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,47,Antwerp,Flanders,Yes,66.2,780,18,No,Direct debit,19,218,1,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Mechelen,Flanders,No,9.6,1541,28,No,Direct debit,28,125,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,53,Hasselt,Flanders,No,4.2,458,32,Yes,Bank transfer,50,153,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,33,Antwerp,Flanders,Yes,3.4,255,52,No,Direct debit,14,169,0,3,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,49,Brussels,Brussels,Yes,184.9,87,17,No,Direct debit,13,524,0,2,Yes,Month-to-month
Mobile Maxi,120,29.99,500,5G,44,Ghent,Flanders,Yes,50.0,256,37,Yes,Direct debit,35,303,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,62,Antwerp,Flanders,Yes,39.2,139,35,No,Bank transfer,21,228,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Antwerp,Flanders,Yes,26.7,1153,31,No,Direct debit,2,176,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,35,Mons,Wallonia,No,60.8,751,40,No,Card,54,247,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,39,Hasselt,Flanders,No,4.8,179,12,No,Bank transfer,1,135,0,1,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,36,Mechelen,Flanders,No,86.3,244,3,No,Direct debit,34,494,1,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,49,Ghent,Flanders,Yes,9.4,453,5,Yes,Bank transfer,35,114,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,20,Ghent,Flanders,Yes,7.2,812,10,No,Direct debit,74,140,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,27,Mechelen,Flanders,No,60.3,598,27,No,Bank transfer,2,272,1,1,Yes,Month-to-month
Mobile Essential,5,16.99,220,4G,27,Liège,Wallonia,Yes,3.8,562,73,No,Direct debit,22,161,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,51,Liège,Wallonia,Yes,3.6,495,48,No,Direct debit,14,92,3,3,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,60,Brussels,Brussels,Yes,68.9,187,62,Yes,Direct debit,10,387,0,0,No,Month-to-month
Mobile Essential,5,16.99,220,4G,38,Leuven,Flanders,Yes,3.0,457,17,No,Direct debit,3,157,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Ghent,Flanders,Yes,29.8,421,20,No,Direct debit,20,369,3,3,No,Month-to-month
Mobile Easy,10,19.99,250,5G,40,Charleroi,Wallonia,Yes,8.7,137,20,No,Direct debit,16,91,2,1,No,Month-to-month
Mobile Easy,10,19.99,250,5G,53,Hasselt,Flanders,No,11.8,1136,8,No,Direct debit,3,167,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,28,Mechelen,Flanders,No,7.0,281,2,No,Direct debit,23,84,0,1,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,42,Brussels,Brussels,Yes,4.5,140,35,No,Direct debit,33,90,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,51,Hasselt,Flanders,No,40.3,317,181,No,Direct debit,35,170,1,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,46,Brussels,Brussels,Yes,8.0,361,7,No,Direct debit,57,110,1,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,42,Ghent,Flanders,Yes,31.8,413,1,No,Direct debit,13,319,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,52,Brussels,Brussels,Yes,55.6,357,60,No,Direct debit,74,336,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,18,Liège,Wallonia,Yes,71.9,429,11,No,Direct debit,49,343,1,0,No,Month-to-month
Mobile Unlimited,999,49.99,1000,5G,48,Antwerp,Flanders,Yes,106.8,478,70,No,Direct debit,9,471,0,2,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,32,Ghent,Flanders,Yes,41.0,462,48,Yes,Bank transfer,5,290,2,2,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,18,Charleroi,Wallonia,Yes,7.2,559,116,No,Direct debit,14,188,1,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,46,Antwerp,Flanders,Yes,2.5,581,21,Yes,Bank transfer,13,141,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,56,Leuven,Flanders,Yes,11.1,590,43,No,Direct debit,21,165,1,3,No,Month-to-month
Mobile Smart,60,24.99,500,5G,38,Ghent,Flanders,Yes,43.9,685,25,No,Direct debit,22,171,0,2,No,Month-to-month
Mobile Essential,5,16.99,220,4G,51,Brussels,Brussels,Yes,3.5,259,39,No,Direct debit,34,127,0,2,No,Month-to-month
Mobile Smart,60,24.99,500,5G,59,Namur,Wallonia,No,55.7,266,23,No,Bank transfer,18,334,3,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,55,Brussels,Brussels,Yes,45.2,814,8,Yes,Direct debit,3,189,2,3,Yes,Month-to-month
Mobile Easy,10,19.99,250,5G,59,Leuven,Flanders,Yes,9.2,324,28,No,Direct debit,47,157,0,1,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,48,Mechelen,Flanders,No,53.9,397,30,No,Direct debit,9,228,0,3,No,Month-to-month
Mobile Essential,5,16.99,220,4G,40,Hasselt,Flanders,No,5.3,374,66,No,Direct debit,86,131,0,1,No,Month-to-month
Mobile Essential,5,16.99,220,4G,20,Liège,Wallonia,Yes,5.8,1507,53,Yes,Bank transfer,4,132,0,1,Yes,Month-to-month
Mobile Smart,60,24.99,500,5G,37,Antwerp,Flanders,Yes,55.1,227,43,No,Direct debit,77,250,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,29,Brussels,Brussels,Yes,69.8,224,4,No,Direct debit,3,372,0,1,No,Month-to-month
Mobile Smart,60,24.99,500,5G,66,Liège,Wallonia,Yes,31.3,430,51,No,Direct debit,7,252,0,2,No,Month-to-month
Mobile Easy,10,19.99,250,5G,37,Mechelen,Flanders,No,7.8,381,27,No,Direct debit,2,151,0,0,No,Month-to-month
Mobile Easy,10,19.99,250,5G,41,Namur,Wallonia,No,8.8,178,89,No,Direct debit,30,151,0,0,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,46,Namur,Wallonia,No,103.8,406,100,No,Direct debit,46,208,3,3,No,Month-to-month
Mobile Maxi,120,29.99,500,5G,40,Charleroi,Wallonia,Yes,86.5,438,2,No,Bank transfer,14,174,1,4,No,Month-to-month
Mobile Smart,60,24.99,500,5G,60,Leuven,Flanders,Yes,40.2,301,68,No,Direct debit,64,256,0,1,No,Month-to-month
